Volatility 3 Framework 2.7.0

Virtual	Physical	Size	Offset in File	File output
0xe206f000	0x1cb10000	0x1000	0x73cf000	Disabled
0xe2071000	0x1dc51000	0x1000	0x73d0000	Disabled
0xe2075000	0x1d93a000	0x1000	0x73d1000	Disabled
0xe207b000	0x1ee18000	0x1000	0x73d2000	Disabled
0xe207e000	0x1e9ed000	0x1000	0x73d3000	Disabled
0xe207f000	0x1eb90000	0x1000	0x73d4000	Disabled
0xe2080000	0x1ec92000	0x1000	0x73d5000	Disabled
0xe2081000	0x1ec36000	0x1000	0x73d6000	Disabled
0xe2082000	0x1ea77000	0x1000	0x73d7000	Disabled
0xe2083000	0x1ebfa000	0x1000	0x73d8000	Disabled
0xe2084000	0x1ebbf000	0x1000	0x73d9000	Disabled
0xe2085000	0x15d2c000	0x1000	0x73da000	Disabled
0xe2086000	0x15d6d000	0x1000	0x73db000	Disabled
0xe2087000	0xbfd000	0x1000	0x73dc000	Disabled
0xe2088000	0x467e000	0x1000	0x73dd000	Disabled
0xe2089000	0x1d050000	0x1000	0x73de000	Disabled
0xe208a000	0x1d091000	0x1000	0x73df000	Disabled
0xe208c000	0x179f9000	0x1000	0x73e0000	Disabled
0xe208d000	0x19cb3000	0x1000	0x73e1000	Disabled
0xe208e000	0x18274000	0x1000	0x73e2000	Disabled
0xe208f000	0x19624000	0x1000	0x73e3000	Disabled
0xe2090000	0x185cc000	0x1000	0x73e4000	Disabled
0xe2091000	0x1850d000	0x2000	0x73e5000	Disabled
0xe2093000	0x18788000	0x1000	0x73e7000	Disabled
0xe2094000	0xee3000	0x1000	0x73e8000	Disabled
0xe2095000	0xa50000	0x1000	0x73e9000	Disabled
0xe2096000	0x1feb8000	0x1000	0x73ea000	Disabled
0xe2097000	0x17d50000	0x1000	0x73eb000	Disabled
0xe2098000	0x18498000	0x1000	0x73ec000	Disabled
0xe2099000	0x18719000	0x1000	0x73ed000	Disabled
0xe209a000	0x182da000	0x1000	0x73ee000	Disabled
0xe209b000	0x1849b000	0x1000	0x73ef000	Disabled
0xe209c000	0x1861c000	0x1000	0x73f0000	Disabled
0xe209d000	0x1845d000	0x1000	0x73f1000	Disabled
0xe209e000	0x1fde6000	0x1000	0x73f2000	Disabled
0xe209f000	0x7eb000	0x1000	0x73f3000	Disabled
0xe20a0000	0x17d000	0x1000	0x73f4000	Disabled
0xe20a1000	0xb20000	0x1000	0x73f5000	Disabled
0xe20a2000	0x1eaa1000	0x1000	0x73f6000	Disabled
0xe20a3000	0x2f87000	0x1000	0x73f7000	Disabled
0xe20a4000	0x10a3d000	0x1000	0x73f8000	Disabled
0xe20a5000	0x12d000	0x1000	0x73f9000	Disabled
0xe20a6000	0x118d9000	0x1000	0x73fa000	Disabled
0xe20a8000	0x2f52000	0x1000	0x73fb000	Disabled
0xe20a9000	0x30b3000	0x1000	0x73fc000	Disabled
0xe20aa000	0x18636000	0x1000	0x73fd000	Disabled
0xe20ab000	0x184b7000	0x1000	0x73fe000	Disabled
0xe20ac000	0x834000	0x1000	0x73ff000	Disabled
0xe20ad000	0xcb5000	0x1000	0x7400000	Disabled
0xe20ae000	0x311b000	0x1000	0x7401000	Disabled
0xe20af000	0x2fed000	0x1000	0x7402000	Disabled
0xe20b0000	0x111d6000	0x1000	0x7403000	Disabled
0xe20b1000	0x3542000	0x1000	0x7404000	Disabled
0xe20b2000	0x90a6000	0x1000	0x7405000	Disabled
0xe20b3000	0x3314000	0x1000	0x7406000	Disabled
0xe20b4000	0x2a28000	0x1000	0x7407000	Disabled
0xe20b5000	0xef69000	0x1000	0x7408000	Disabled
0xe20b6000	0x3591000	0x1000	0x7409000	Disabled
0xe20b7000	0x3862000	0x1000	0x740a000	Disabled
0xe20b8000	0x3995000	0x1000	0x740b000	Disabled
0xe20b9000	0x3767000	0x1000	0x740c000	Disabled
0xe20ba000	0x3849000	0x1000	0x740d000	Disabled
0xe20bb000	0x38dc000	0x1000	0x740e000	Disabled
0xe20bc000	0x12c44000	0x1000	0x740f000	Disabled
0xe20bd000	0xf809000	0x1000	0x7410000	Disabled
0xe20be000	0xf84a000	0x2000	0x7411000	Disabled
0xe20c0000	0xf752000	0x1000	0x7413000	Disabled
0xe20c1000	0xf791000	0x1000	0x7414000	Disabled
0xe20c2000	0xf790000	0x1000	0x7415000	Disabled
0xe20c3000	0xf84c000	0x1000	0x7416000	Disabled
0xe20c4000	0xf7ce000	0x2000	0x7417000	Disabled
0xe20c6000	0xf84d000	0x1000	0x7419000	Disabled
0xe20c7000	0xfd24000	0x1000	0x741a000	Disabled
0xe20c8000	0xf921000	0x1000	0x741b000	Disabled
0xe20c9000	0x386f000	0x1000	0x741c000	Disabled
0xe20ca000	0x4201000	0x1000	0x741d000	Disabled
0xe20cb000	0x175d0000	0x1000	0x741e000	Disabled
0xe20cc000	0xf8e2000	0x1000	0x741f000	Disabled
0xe20cd000	0x87ea000	0x1000	0x7420000	Disabled
0xe20ce000	0x4e46000	0x1000	0x7421000	Disabled
0xe20cf000	0x18744000	0x1000	0x7422000	Disabled
0xe20d0000	0x18545000	0x1000	0x7423000	Disabled
0xe20d1000	0x1aa5f000	0x1000	0x7424000	Disabled
0xe20d3000	0x18cf8000	0x1000	0x7425000	Disabled
0xe20d4000	0x15a7c000	0x1000	0x7426000	Disabled
0xe20d5000	0x121bd000	0x1000	0x7427000	Disabled
0xe20d6000	0x101be000	0x1000	0x7428000	Disabled
0xe20d7000	0x11e7f000	0x1000	0x7429000	Disabled
0xe20d8000	0x11695000	0x1000	0x742a000	Disabled
0xe20d9000	0x528b000	0x1000	0x742b000	Disabled
0xe20da000	0x540c000	0x1000	0x742c000	Disabled
0xe20db000	0xa158000	0x1000	0x742d000	Disabled
0xe20dc000	0x15956000	0x1000	0x742e000	Disabled
0xe20dd000	0xfe33000	0x1000	0x742f000	Disabled
0xe20de000	0xfdd7000	0x1000	0x7430000	Disabled
0xe20df000	0x11a43000	0x1000	0x7431000	Disabled
0xe20e0000	0xfef6000	0x1000	0x7432000	Disabled
0xe20e1000	0x10188000	0x1000	0x7433000	Disabled
0xe20e2000	0x10006000	0x1000	0x7434000	Disabled
0xe20e3000	0xfe94000	0x1000	0x7435000	Disabled
0xe20e4000	0x58de000	0x1000	0x7436000	Disabled
0xe20e5000	0x1009c000	0x1000	0x7437000	Disabled
0xe20e6000	0x1018c000	0x1000	0x7438000	Disabled
0xe20e7000	0x1009e000	0x1000	0x7439000	Disabled
0xe20e8000	0x102b4000	0x1000	0x743a000	Disabled
0xe20e9000	0x11b99000	0x1000	0x743b000	Disabled
0xe20ea000	0x10167000	0x1000	0x743c000	Disabled
0xe20eb000	0x101ea000	0x1000	0x743d000	Disabled
0xe20ec000	0x5863000	0x3000	0x743e000	Disabled
0xe20ef000	0x104eb000	0x1000	0x7441000	Disabled
0xe20f0000	0x10169000	0x1000	0x7442000	Disabled
0xe20f1000	0x104d4000	0x1000	0x7443000	Disabled
0xe20f2000	0x1016b000	0x1000	0x7444000	Disabled
0xe20f3000	0x104d5000	0x2000	0x7445000	Disabled
0xe20f5000	0x10497000	0x2000	0x7447000	Disabled
0xe20f7000	0x104b7000	0x1000	0x7449000	Disabled
0xe20f8000	0x10708000	0x1000	0x744a000	Disabled
0xe20f9000	0x104f0000	0x1000	0x744b000	Disabled
0xe20fb000	0x10437000	0x1000	0x744c000	Disabled
0xe20fc000	0x10611000	0x1000	0x744d000	Disabled
0xe20fd000	0x1236e000	0x1000	0x744e000	Disabled
0xe20fe000	0x1061a000	0x1000	0x744f000	Disabled
0xe20ff000	0x1059b000	0x1000	0x7450000	Disabled
0xe2100000	0x105dc000	0x1000	0x7451000	Disabled
0xe2101000	0x1041d000	0x2000	0x7452000	Disabled
0xe2103000	0x1045f000	0x1000	0x7454000	Disabled
0xe2104000	0x4f3c000	0x1000	0x7455000	Disabled
0xe2105000	0x106b5000	0x2000	0x7456000	Disabled
0xe2107000	0x10677000	0x1000	0x7458000	Disabled
0xe2108000	0x10b40000	0x1000	0x7459000	Disabled
0xe2109000	0x10844000	0x1000	0x745a000	Disabled
0xe210a000	0x1080a000	0x1000	0x745b000	Disabled
0xe210b000	0x10895000	0x1000	0x745c000	Disabled
0xe210d000	0x1088e000	0x1000	0x745d000	Disabled
0xe210e000	0x108b4000	0x1000	0x745e000	Disabled
0xe210f000	0x1088f000	0x1000	0x745f000	Disabled
0xe2110000	0x10a35000	0x1000	0x7460000	Disabled
0xe2111000	0x10994000	0x1000	0x7461000	Disabled
0xe2112000	0x10a36000	0x1000	0x7462000	Disabled
0xe2113000	0x91c6000	0x1000	0x7463000	Disabled
0xe2114000	0x18126000	0x1000	0x7464000	Disabled
0xe2115000	0x109d8000	0x1000	0x7465000	Disabled
0xe2116000	0xd539000	0x1000	0x7466000	Disabled
0xe2117000	0x100ba000	0x1000	0x7467000	Disabled
0xe2118000	0x1095e000	0x1000	0x7468000	Disabled
0xe2119000	0x10a1f000	0x1000	0x7469000	Disabled
0xe211a000	0x1092e000	0x1000	0x746a000	Disabled
0xe211b000	0x10a7b000	0x1000	0x746b000	Disabled
0xe211c000	0x100bc000	0x1000	0x746c000	Disabled
0xe211d000	0x100ec000	0x1000	0x746d000	Disabled
0xe211e000	0x10c2f000	0x1000	0x746e000	Disabled
0xe211f000	0x1009a000	0x1000	0x746f000	Disabled
0xe2120000	0x10c4f000	0x1000	0x7470000	Disabled
0xe2121000	0x10a64000	0x1000	0x7471000	Disabled
0xe2122000	0x10d10000	0x1000	0x7472000	Disabled
0xe2123000	0x39a4000	0x1000	0x7473000	Disabled
0xe2124000	0x10d9d000	0x1000	0x7474000	Disabled
0xe2125000	0x10d45000	0x1000	0x7475000	Disabled
0xe2126000	0x10c84000	0x1000	0x7476000	Disabled
0xe2127000	0x10c12000	0x1000	0x7477000	Disabled
0xe2128000	0x10d0e000	0x1000	0x7478000	Disabled
0xe2129000	0x10bf1000	0x1000	0x7479000	Disabled
0xe212a000	0x10c32000	0x2000	0x747a000	Disabled
0xe212c000	0x10cb4000	0x1000	0x747c000	Disabled
0xe212d000	0x10bf5000	0x3000	0x747d000	Disabled
0xe2130000	0x10c78000	0x1000	0x7480000	Disabled
0xe2131000	0x10bb9000	0x1000	0x7481000	Disabled
0xe2132000	0x10d92000	0x1000	0x7482000	Disabled
0xe2133000	0x10e18000	0x1000	0x7483000	Disabled
0xe2134000	0x10d38000	0x1000	0x7484000	Disabled
0xe2135000	0x10c1f000	0x1000	0x7485000	Disabled
0xe2136000	0x10fa4000	0x1000	0x7486000	Disabled
0xe2137000	0x10de1000	0x1000	0x7487000	Disabled
0xe2138000	0x10df3000	0x1000	0x7488000	Disabled
0xe2139000	0x10e7d000	0x2000	0x7489000	Disabled
0xe213c000	0x10e22000	0x1000	0x748b000	Disabled
0xe213d000	0x10da7000	0x1000	0x748c000	Disabled
0xe213e000	0x1112e000	0x1000	0x748d000	Disabled
0xe213f000	0x110c0000	0x1000	0x748e000	Disabled
0xe2140000	0x11200000	0x1000	0x748f000	Disabled
0xe2141000	0x10e27000	0x1000	0x7490000	Disabled
0xe2142000	0x10e42000	0x1000	0x7491000	Disabled
0xe2143000	0x10dd1000	0x1000	0x7492000	Disabled
0xe2144000	0x10e12000	0x1000	0x7493000	Disabled
0xe2145000	0x1110e000	0x1000	0x7494000	Disabled
0xe2146000	0x11088000	0x1000	0x7495000	Disabled
0xe2147000	0x10d77000	0x1000	0x7496000	Disabled
0xe2148000	0xfd3b000	0x1000	0x7497000	Disabled
0xe2149000	0x379a000	0x1000	0x7498000	Disabled
0xe214a000	0x39dc000	0x1000	0x7499000	Disabled
0xe214b000	0x1103d000	0x1000	0x749a000	Disabled
0xe214c000	0x1107e000	0x1000	0x749b000	Disabled
0xe214d000	0x1103f000	0x1000	0x749c000	Disabled
0xe214e000	0x11280000	0x1000	0x749d000	Disabled
0xe214f000	0x110c1000	0x2000	0x749e000	Disabled
0xe2151000	0x11003000	0x1000	0x74a0000	Disabled
0xe2152000	0x11104000	0x1000	0x74a1000	Disabled
0xe2153000	0x11085000	0x1000	0x74a2000	Disabled
0xe2154000	0x11046000	0x1000	0x74a3000	Disabled
0xe2155000	0x11007000	0x1000	0x74a4000	Disabled
0xe2156000	0x10f88000	0x1000	0x74a5000	Disabled
0xe2157000	0x11009000	0x1000	0x74a6000	Disabled
0xe2158000	0x10fca000	0x1000	0x74a7000	Disabled
0xe2159000	0x10f0b000	0x1000	0x74a8000	Disabled
0xe215a000	0x110cc000	0x1000	0x74a9000	Disabled
0xe215b000	0x1104d000	0x1000	0x74aa000	Disabled
0xe215c000	0x1108e000	0x2000	0x74ab000	Disabled
0xe215e000	0x111d0000	0x1000	0x74ad000	Disabled
0xe215f000	0x110d1000	0x1000	0x74ae000	Disabled
0xe2160000	0x11092000	0x1000	0x74af000	Disabled
0xe2161000	0x11013000	0x1000	0x74b0000	Disabled
0xe2162000	0x11094000	0x1000	0x74b1000	Disabled
0xe2163000	0x10d15000	0x1000	0x74b2000	Disabled
0xe2164000	0x10f16000	0x1000	0x74b3000	Disabled
0xe2165000	0x11097000	0x1000	0x74b4000	Disabled
0xe2166000	0x11158000	0x1000	0x74b5000	Disabled
0xe2167000	0x10fd9000	0x1000	0x74b6000	Disabled
0xe2168000	0x1111a000	0x1000	0x74b7000	Disabled
0xe2169000	0x1109b000	0x1000	0x74b8000	Disabled
0xe216a000	0x110dc000	0x2000	0x74b9000	Disabled
0xe216c000	0x1119e000	0x1000	0x74bb000	Disabled
0xe216d000	0x10f9f000	0x1000	0x74bc000	Disabled
0xe216e000	0x110e0000	0x1000	0x74bd000	Disabled
0xe216f000	0x111a1000	0x1000	0x74be000	Disabled
0xe2170000	0x10ee2000	0x1000	0x74bf000	Disabled
0xe2171000	0x10ae3000	0x1000	0x74c0000	Disabled
0xe2172000	0x110a4000	0x2000	0x74c1000	Disabled
0xe2174000	0x11066000	0x2000	0x74c3000	Disabled
0xe2176000	0x11128000	0x1000	0x74c5000	Disabled
0xe2177000	0x10e69000	0x1000	0x74c6000	Disabled
0xe2178000	0x110aa000	0x1000	0x74c7000	Disabled
0xe2179000	0x1126b000	0x1000	0x74c8000	Disabled
0xe217a000	0x111ac000	0x1000	0x74c9000	Disabled
0xe217b000	0x1122d000	0x2000	0x74ca000	Disabled
0xe217d000	0x1116f000	0x1000	0x74cc000	Disabled
0xe217e000	0x11030000	0x1000	0x74cd000	Disabled
0xe217f000	0x110f1000	0x1000	0x74ce000	Disabled
0xe2180000	0x11072000	0x3000	0x74cf000	Disabled
0xe2183000	0x110b5000	0x1000	0x74d2000	Disabled
0xe2184000	0x10eb6000	0x1000	0x74d3000	Disabled
0xe2185000	0x11077000	0x1000	0x74d4000	Disabled
0xe2186000	0x110b8000	0x1000	0x74d5000	Disabled
0xe2187000	0x110f9000	0x1000	0x74d6000	Disabled
0xe2188000	0x111fa000	0x2000	0x74d7000	Disabled
0xe218a000	0x110fc000	0x1000	0x74d9000	Disabled
0xe218b000	0x1107d000	0x1000	0x74da000	Disabled
0xe218c000	0x110fe000	0x1000	0x74db000	Disabled
0xe218d000	0x1107f000	0x1000	0x74dc000	Disabled
0xe218e000	0x112c0000	0x1000	0x74dd000	Disabled
0xe218f000	0x11101000	0x1000	0x74de000	Disabled
0xe2190000	0x11142000	0x1000	0x74df000	Disabled
0xe2191000	0x110c3000	0x1000	0x74e0000	Disabled
0xe2192000	0x11184000	0x1000	0x74e1000	Disabled
0xe2193000	0x110c5000	0x1000	0x74e2000	Disabled
0xe2194000	0x11086000	0x1000	0x74e3000	Disabled
0xe2195000	0x110c7000	0x1000	0x74e4000	Disabled
0xe2196000	0x11048000	0x2000	0x74e5000	Disabled
0xe2198000	0x1100a000	0x1000	0x74e7000	Disabled
0xe2199000	0x10fcb000	0x1000	0x74e8000	Disabled
0xe219a000	0x1110c000	0x1000	0x74e9000	Disabled
0xe219b000	0x1108d000	0x1000	0x74ea000	Disabled
0xe219c000	0x110ce000	0x2000	0x74eb000	Disabled
0xe219e000	0x11210000	0x1000	0x74ed000	Disabled
0xe219f000	0x11111000	0x1000	0x74ee000	Disabled
0xe21a0000	0x110d2000	0x1000	0x74ef000	Disabled
0xe21a1000	0x11093000	0x1000	0x74f0000	Disabled
0xe21a2000	0x110d4000	0x1000	0x74f1000	Disabled
0xe21a3000	0x11155000	0x1000	0x74f2000	Disabled
0xe21a4000	0x11096000	0x1000	0x74f3000	Disabled
0xe21a5000	0x10cd7000	0x1000	0x74f4000	Disabled
0xe21a6000	0x10d98000	0x1000	0x74f5000	Disabled
0xe21a7000	0x11019000	0x1000	0x74f6000	Disabled
0xe21a8000	0x1115a000	0x1000	0x74f7000	Disabled
0xe21a9000	0x1111b000	0x3000	0x74f8000	Disabled
0xe21ac000	0x10d9e000	0x1000	0x74fb000	Disabled
0xe21ad000	0x10fdf000	0x1000	0x74fc000	Disabled
0xe21ae000	0x11120000	0x1000	0x74fd000	Disabled
0xe21af000	0x111e1000	0x1000	0x74fe000	Disabled
0xe21b0000	0x10fe2000	0x1000	0x74ff000	Disabled
0xe21b1000	0x10fa3000	0x1000	0x7500000	Disabled
0xe21b2000	0x110e4000	0x2000	0x7501000	Disabled
0xe21b4000	0x110a6000	0x1000	0x7503000	Disabled
0xe21b5000	0x110e7000	0x1000	0x7504000	Disabled
0xe21b6000	0x11168000	0x1000	0x7505000	Disabled
0xe21b7000	0x10ba9000	0x1000	0x7506000	Disabled
0xe21b8000	0x110ea000	0x1000	0x7507000	Disabled
0xe21b9000	0x112ab000	0x1000	0x7508000	Disabled
0xe21ba000	0x111ec000	0x1000	0x7509000	Disabled
0xe21bb000	0x1126d000	0x2000	0x750a000	Disabled
0xe21bd000	0x111af000	0x1000	0x750c000	Disabled
0xe21be000	0x11130000	0x1000	0x750d000	Disabled
0xe21bf000	0x11171000	0x1000	0x750e000	Disabled
0xe21c0000	0x110b2000	0x3000	0x750f000	Disabled
0xe21c3000	0x110f5000	0x1000	0x7512000	Disabled
0xe21c4000	0x110b6000	0x2000	0x7513000	Disabled
0xe21c6000	0x110f8000	0x1000	0x7515000	Disabled
0xe21c7000	0x11139000	0x1000	0x7516000	Disabled
0xe21c8000	0x1123a000	0x2000	0x7517000	Disabled
0xe21ca000	0x1117c000	0x1000	0x7519000	Disabled
0xe21cc000	0x102cd000	0x1000	0x751a000	Disabled
0xe21cd000	0x1125e000	0x1000	0x751b000	Disabled
0xe21ce000	0x116e9000	0x1000	0x751c000	Disabled
0xe21cf000	0x11106000	0x1000	0x751d000	Disabled
0xe21d0000	0x1132b000	0x1000	0x751e000	Disabled
0xe21d1000	0x1115d000	0x1000	0x751f000	Disabled
0xe21d2000	0x115e0000	0x2000	0x7520000	Disabled
0xe21d4000	0x111d5000	0x1000	0x7522000	Disabled
0xe21d5000	0x115e3000	0x1000	0x7523000	Disabled
0xe21d7000	0x116ce000	0x1000	0x7524000	Disabled
0xe21d8000	0x1197f000	0x1000	0x7525000	Disabled
0xe21d9000	0x28cf000	0x1000	0x7526000	Disabled
0xe21da000	0x1badd000	0x1000	0x7527000	Disabled
0xe21db000	0x79c7000	0x1000	0x7528000	Disabled
0xe21dc000	0x396f000	0x1000	0x7529000	Disabled
0xe21dd000	0x4800000	0x1000	0x752a000	Disabled
0xe21de000	0x122bd000	0x1000	0x752b000	Disabled
0xe21df000	0x12322000	0x1000	0x752c000	Disabled
0xe21e0000	0x11cc6000	0x1000	0x752d000	Disabled
0xe21e1000	0x3892000	0x1000	0x752e000	Disabled
0xe21e2000	0x3ce4000	0x1000	0x752f000	Disabled
0xe21e3000	0x10b65000	0x1000	0x7530000	Disabled
0xe21e4000	0x3677000	0x1000	0x7531000	Disabled
0xe21e5000	0x4e08000	0x1000	0x7532000	Disabled
0xe21e6000	0x11f27000	0x1000	0x7533000	Disabled
0xe21e7000	0x17be5000	0x1000	0x7534000	Disabled
0xe21e8000	0x17aa6000	0x1000	0x7535000	Disabled
0xe21e9000	0x17da7000	0x1000	0x7536000	Disabled
0xe21ea000	0x420b000	0x1000	0x7537000	Disabled
0xe21eb000	0x17ba9000	0x1000	0x7538000	Disabled
0xe21ec000	0x17d2a000	0x1000	0x7539000	Disabled
0xe21ed000	0x3c8c000	0x1000	0x753a000	Disabled
0xe21ee000	0x16a8f000	0x1000	0x753b000	Disabled
0xe21ef000	0x3830000	0x1000	0x753c000	Disabled
0xe21f0000	0x3c67000	0x1000	0x753d000	Disabled
0xe21f1000	0x3984000	0x1000	0x753e000	Disabled
0xe21f2000	0x4495000	0x1000	0x753f000	Disabled
0xe21f3000	0x4e16000	0x1000	0x7540000	Disabled
0xe21f4000	0x38bb000	0x1000	0x7541000	Disabled
0xe21f5000	0x109ec000	0x1000	0x7542000	Disabled
0xe21f6000	0xfead000	0x1000	0x7543000	Disabled
0xe21f7000	0x13e31000	0x1000	0x7544000	Disabled
0xe21f8000	0x45c3000	0x1000	0x7545000	Disabled
0xe21f9000	0x4595000	0x1000	0x7546000	Disabled
0xe21fa000	0x42a7000	0x1000	0x7547000	Disabled
0xe21fb000	0x3929000	0x1000	0x7548000	Disabled
0xe21fc000	0x423a000	0x1000	0x7549000	Disabled
0xe21fd000	0x698c000	0x1000	0x754a000	Disabled
0xe21fe000	0x429e000	0x1000	0x754b000	Disabled
0xe2200000	0x39f1000	0x1000	0x754c000	Disabled
0xe2201000	0x17d28000	0x1000	0x754d000	Disabled
0xe2202000	0x6995000	0x1000	0x754e000	Disabled
0xe2203000	0x38e8000	0x1000	0x754f000	Disabled
0xe2204000	0x443a000	0x1000	0x7550000	Disabled
0xe2205000	0x461c000	0x1000	0x7551000	Disabled
0xe2206000	0x485e000	0x1000	0x7552000	Disabled
0xe2207000	0x17e29000	0x1000	0x7553000	Disabled
0xe2208000	0x45f3000	0x1000	0x7554000	Disabled
0xe2209000	0x14140000	0x1000	0x7555000	Disabled
0xe220a000	0x3c3b000	0x1000	0x7556000	Disabled
0xe220b000	0x2a2f000	0x1000	0x7557000	Disabled
0xe220c000	0x4a80000	0x1000	0x7558000	Disabled
0xe220d000	0x4db5000	0x1000	0x7559000	Disabled
0xe220e000	0x4597000	0x1000	0x755a000	Disabled
0xe220f000	0x692c000	0x1000	0x755b000	Disabled
0xe2210000	0x196c6000	0x1000	0x755c000	Disabled
0xe2211000	0x7f20000	0x1000	0x755d000	Disabled
0xe2212000	0x68f2000	0x1000	0x755e000	Disabled
0xe2213000	0x1907b000	0x1000	0x755f000	Disabled
0xe2214000	0x3e56000	0x1000	0x7560000	Disabled
0xe2215000	0x43a9000	0x1000	0x7561000	Disabled
0xe2216000	0x194f6000	0x1000	0x7562000	Disabled
0xe2217000	0x3d4e000	0x1000	0x7563000	Disabled
0xe2218000	0x3dc6000	0x1000	0x7564000	Disabled
0xe2219000	0x14a07000	0x1000	0x7565000	Disabled
0xe221a000	0x4684000	0x1000	0x7566000	Disabled
0xe221b000	0xe3f8000	0x1000	0x7567000	Disabled
0xe221c000	0x13ff7000	0x1000	0x7568000	Disabled
0xe221d000	0x447b000	0x1000	0x7569000	Disabled
0xe221e000	0x3dcd000	0x1000	0x756a000	Disabled
0xe221f000	0x7f1f000	0x1000	0x756b000	Disabled
0xe2220000	0x44f1000	0x1000	0x756c000	Disabled
0xe2221000	0x139e8000	0x1000	0x756d000	Disabled
0xe2222000	0xa319000	0x1000	0x756e000	Disabled
0xe2223000	0x13bf8000	0x1000	0x756f000	Disabled
0xe2224000	0x7a02000	0x1000	0x7570000	Disabled
0xe2225000	0x7f50000	0x1000	0x7571000	Disabled
0xe2226000	0x4762000	0x1000	0x7572000	Disabled
0xe2227000	0x19c55000	0x1000	0x7573000	Disabled
0xe2228000	0x4746000	0x1000	0x7574000	Disabled
0xe2229000	0x47c7000	0x1000	0x7575000	Disabled
0xe222a000	0x3dda000	0x1000	0x7576000	Disabled
0xe222b000	0x19d1c000	0x1000	0x7577000	Disabled
0xe222c000	0x447e000	0x1000	0x7578000	Disabled
0xe222d000	0x1a4ec000	0x1000	0x7579000	Disabled
0xe222e000	0x17f2e000	0x1000	0x757a000	Disabled
0xe222f000	0x17eaf000	0x1000	0x757b000	Disabled
0xe2230000	0xa422000	0x1000	0x757c000	Disabled
0xe2231000	0x17e31000	0x1000	0x757d000	Disabled
0xe2232000	0x17eb2000	0x1000	0x757e000	Disabled
0xe2233000	0xa3e3000	0x1000	0x757f000	Disabled
0xe2234000	0x7eb5000	0x1000	0x7580000	Disabled
0xe2235000	0xa3d9000	0x1000	0x7581000	Disabled
0xe2236000	0x7f2b000	0x1000	0x7582000	Disabled
0xe2237000	0x1a99d000	0x1000	0x7583000	Disabled
0xe2238000	0x44fe000	0x1000	0x7584000	Disabled
0xe2239000	0x4560000	0x1000	0x7585000	Disabled
0xe223a000	0x47a2000	0x1000	0x7586000	Disabled
0xe223b000	0x1ab73000	0x1000	0x7587000	Disabled
0xe223c000	0x4846000	0x1000	0x7588000	Disabled
0xe223d000	0x1ab4b000	0x1000	0x7589000	Disabled
0xe223e000	0xa32a000	0x1000	0x758a000	Disabled
0xe223f000	0xa3ab000	0x1000	0x758b000	Disabled
0xe2240000	0xa44d000	0x1000	0x758c000	Disabled
0xe2241000	0x3e0f000	0x1000	0x758d000	Disabled
0xe2242000	0xa61000	0x1000	0x758e000	Disabled
0xe2243000	0x3e32000	0x1000	0x758f000	Disabled
0xe2244000	0x19df6000	0x1000	0x7590000	Disabled
0xe2245000	0xa16000	0x1000	0x7591000	Disabled
0xe2246000	0x1ab1a000	0x1000	0x7592000	Disabled
0xe2247000	0xa379000	0x1000	0x7593000	Disabled
0xe2248000	0xa148000	0x1000	0x7594000	Disabled
0xe2249000	0x1b789000	0x1000	0x7595000	Disabled
0xe224a000	0x1a77d000	0x1000	0x7596000	Disabled
0xe224b000	0xd81000	0x1000	0x7597000	Disabled
0xe224c000	0x3e13000	0x1000	0x7598000	Disabled
0xe224d000	0xaa4000	0x1000	0x7599000	Disabled
0xe224e000	0xa3f6000	0x1000	0x759a000	Disabled
0xe224f000	0x808000	0x1000	0x759b000	Disabled
0xe2250000	0xc0b000	0x1000	0x759c000	Disabled
0xe2251000	0x133ca000	0x1000	0x759d000	Disabled
0xe2252000	0x46b2000	0x1000	0x759e000	Disabled
0xe2253000	0xb83000	0x1000	0x759f000	Disabled
0xe2254000	0x4784000	0x1000	0x75a0000	Disabled
0xe2255000	0x1aa57000	0x1000	0x75a1000	Disabled
0xe2256000	0x46d7000	0x1000	0x75a2000	Disabled
0xe2257000	0x46ea000	0x1000	0x75a3000	Disabled
0xe2258000	0x1a825000	0x1000	0x75a4000	Disabled
0xe2259000	0x484e000	0x1000	0x75a5000	Disabled
0xe225a000	0xa40f000	0x1000	0x75a6000	Disabled
0xe225b000	0x4732000	0x1000	0x75a7000	Disabled
0xe225c000	0x4844000	0x1000	0x75a8000	Disabled
0xe225d000	0xb55000	0x1000	0x75a9000	Disabled
0xe225e000	0xa5e7000	0x1000	0x75aa000	Disabled
0xe225f000	0x15d96000	0x1000	0x75ab000	Disabled
0xe2260000	0x18849000	0x1000	0x75ac000	Disabled
0xe2261000	0x4711000	0x1000	0x75ad000	Disabled
0xe2262000	0x1d152000	0x1000	0x75ae000	Disabled
0xe2263000	0x1d053000	0x1000	0x75af000	Disabled
0xe2264000	0xcc9000	0x1000	0x75b0000	Disabled
0xe2265000	0x481b000	0x1000	0x75b1000	Disabled
0xe2266000	0x46ad000	0x1000	0x75b2000	Disabled
0xe2267000	0xabf000	0x1000	0x75b3000	Disabled
0xe2268000	0x4852000	0x1000	0x75b4000	Disabled
0xe2269000	0xca4000	0x1000	0x75b5000	Disabled
0xe226a000	0xa36000	0x1000	0x75b6000	Disabled
0xe226b000	0xd49000	0x1000	0x75b7000	Disabled
